n_model_train,n_calibration,n_test,alpha,target_coverage,plain_test_rmse,plain_test_mae,plain_test_r2,plain_test_spearman,global_conformal_q,global_interval_width,local_test_coverage,local_test_mean_width,local_test_median_width,local_test_width_p10,local_test_width_p90,local_test_mean_neff,h_conformal_4d,neff_min_conformal,h_map_2d,neff_min_map,display_neff_min,mie_metric
8096,2024,2530,0.1,0.9,0.5005746846941459,0.3507004306212779,0.49970264591037095,0.6884733253360956,0.7641244176044584,1.5282488352089167,0.899604743083004,1.4625435958451252,1.5089061602912945,1.0950570875219707,1.751203690443968,534.543357035175,0.9,80,0.45,60,120,mean_E
